station_code,station_name,hop_number,cascaded_delay,path,num_trains_affected
HSJ,HUSSAIN SAGAR J,5,19.7,HWH → GGTA → BZN → LTT → DBG → HSJ,5
DIVA,DIVA,5,19.7,HWH → GGTA → BZN → THS → KLMG → DIVA,22
DVL,DEVLALI,5,19.7,HWH → GGTA → BZN → THS → KE → DVL,9
KSRA,KASARA,5,19.7,HWH → GGTA → BZN → THS → OMB → KSRA,11
TGR3,BLOCK AND CATCH SIDING CABINE NO.3,5,19.7,HWH → GGTA → BZN → THS → OMB → TGR3,6
KW,KHERVADI,5,19.7,HWH → GGTA → BZN → LTT → KDV → KW,8
KYN,KALYAN JN,5,19.7,HWH → GGTA → BZN → LTT → KDV → KYN,21
DRQ,DHARMINIYA,5,19.7,HWH → GGTA → BZN → LTT → MSDH → DRQ,4
RGB,RAMGANGA,5,19.7,HWH → GGTA → BZN → LTT → BRY → RGB,10
BC,BAREILLY CITY,5,19.7,HWH → GGTA → BZN → LTT → BRY → BC,11
RGBD,RAMGANGA,5,19.7,HWH → GGTA → BZN → LTT → BRY → RGBD,4
NTVT,NETHRAVATHI,5,19.7,HWH → GGTA → BZN → LTT → NAND → NTVT,4
INJ,INNANJE,5,19.7,HWH → GGTA → BZN → LTT → NAND → INJ,4
TKOT,TOKKOTTU,5,19.7,HWH → GGTA → BZN → LTT → NAND → TKOT,10
NAT,NATHNAGAR,5,19.7,HWH → GGTA → BZN → LTT → MPY → NAT,9
LMM,LAILAKH MAMLKHA,5,19.7,HWH → GGTA → BZN → LTT → MPY → LMM,9
AKN,AKBARNAGAR,5,19.7,HWH → GGTA → BZN → LTT → MPY → AKN,12
RPUR,RATANPUR,5,19.7,HWH → GGTA → ULB → DRTP → JMP → RPUR,7
JSME,JASIDIH JN,5,19.7,HWH → GGTA → ULB → DRTP → JMP → JSME,13
MSDN,MASUDAN,5,19.7,HWH → GGTA → ULB → DRTP → DRH → MSDN,8
AHA,ABHAIPUR,5,19.7,HWH → GGTA → ULB → DRTP → DRH → AHA,7
KDER,KUNDER HALT,5,19.7,HWH → GGTA → ULB → DRTP → BFM → KDER,9
MNP,MANANPUR,5,19.7,HWH → GGTA → ULB → DRTP → BFM → MNP,8
JMU,JAMUI,5,19.7,HWH → GGTA → ULB → DRTP → BFM → JMU,11
RQP,RADHAKISHOREPUR,5,19.7,HWH → GGTA → JNP → CTC → RJGR → RQP,6
MZY,MACHAPUR,5,19.7,HWH → GGTA → JNP → CTC → RJGR → MZY,10
JRZ,JORANDA ROAD,5,19.7,HWH → GGTA → JNP → CTC → RJGR → JRZ,5
MTL,MAILAM,5,19.7,HWH → GGTA → JNP → VVN → PEI → MTL,5
VM,VILLUPURAM JN,5,19.7,HWH → GGTA → JNP → VVN → MYP → VM,15
SVK,SIVARAKOTTAI,5,19.7,HWH → GGTA → JNP → KSVM → KYM → SVK,6
PNVL,PANVEL,5,19.7,HWH → GGTA → BZN → THS → KLMG → PNVL,12
NVRD,NAVADE ROAD,5,19.7,HWH → GGTA → BZN → THS → KLMG → NVRD,9
KLMC,KALAMBOLI,5,19.7,HWH → GGTA → BZN → THS → KLMG → KLMC,9
SNTD,Santaldih,5,19.7,HWH → GGTA → ADRA → SNKR → RUI → SNTD,4
BGA,BAGALIA,5,19.7,HWH → GGTA → ADRA → GRB → ANR → BGA,5
SREE,SREE,5,19.7,HWH → GGTA → ULB → DUAN → BYPY → SREE,8
BYPL,BAIYYAPPANAHALI,5,19.7,HWH → GGTA → ULB → DUAN → BYPY → BYPL,19
BAND,BANASWADI,5,19.7,HWH → GGTA → ULB → DUAN → BYPY → BAND,7
MIAN,MIANGRAM,5,19.7,HWH → GGTA → ULB → TBAE → KJU → MIAN,5
DMLE,DUMURDAHA,5,19.7,HWH → GGTA → ULB → TBAE → KJU → DMLE,4
RGM,RANGAPURAM,5,19.7,HWH → GGTA → ULB → BMGM → PPM → RGM,5
NDPU,NUDURUPADU,5,19.7,HWH → GGTA → ULB → BMGM → PPM → NDPU,5
VJK,VEJALKA,5,19.7,HWH → GGTA → ULB → BMGM → BVC → VJK,6
BVP,BHAVANAGAR PARA,5,19.7,HWH → GGTA → ULB → BMGM → BVC → BVP,6
KLDI,KALDHARI,5,19.7,HWH → GGTA → ULB → BMGM → NDD → KLDI,4
JMSY,JMSY,5,19.7,HWH → GGTA → ULB → DRTP → SRB → JMSY,4
PATM,PATAM HALT,5,19.7,HWH → GGTA → ULB → DRTP → SRB → PATM,6
PBS,Purab Sarai,5,19.7,HWH → GGTA → ULB → DRTP → JMP → PBS,2
BUP,BARIARPUR,5,19.7,HWH → GGTA → ULB → DRTP → JMP → BUP,9
LAK,LAKHO,5,19.7,HWH → GGTA → MFP → NRPA → SLT → LAK,6
SIHO,SIHO,5,19.7,HWH → GGTA → MFP → NRPA → SLT → SIHO,6
KUC,KARUKKUTTY,5,19.7,HWH → GGTA → ADRA → BUTA → ERS → KUC,16
AWY,ALUVA,5,19.7,HWH → GGTA → ADRA → BUTA → ERS → AWY,13
MGK,MULANGUNNATHUKAVU,5,19.7,HWH → GGTA → ADRA → BUTA → ERS → MGK,12
TCR,THRISUR,5,19.7,HWH → GGTA → ADRA → BUTA → ERS → TCR,19
XX-TNAB,XX-TNAB,5,19.7,HWH → GGTA → ADRA → BUTA → ERS → XX-TNAB,4
TNU,TIRUNETTUR,5,19.7,HWH → GGTA → ADRA → BUTA → ERS → TNU,6
JMT,JAMTARA,5,19.7,HWH → GGTA → ADRA → BUTA → CRJ → JMT,8
RNPR,RUPNARAYANPUR,5,19.7,HWH → GGTA → ADRA → BUTA → CRJ → RNPR,4
PTG,Patna Ghat,5,19.7,HWH → GGTA → ADRA → BUTA → GSL → PTG,6
KZU,KUNKI,5,19.7,HWH → GGTA → ADRA → JOC → BERO → KZU,8
PAW,PANDABESWAR,5,19.7,HWH → GGTA → ADRA → JOC → BERO → PAW,6
RKI,RAMKANALI JN,5,19.7,HWH → GGTA → ADRA → JOC → BERO → RKI,10
CUX,CHAURA,5,19.7,HWH → GGTA → ADRA → MYX → IBL → CUX,9
MIK,MANIKUL,5,19.7,HWH → GGTA → ADRA → MYX → IBL → MIK,10
NIIJ,NILAJE,5,19.7,HWH → GGTA → MFP → DWJN → DTVL → NIIJ,7
MBQ,MUMBRA,5,19.7,HWH → GGTA → MFP → DWJN → JITE → MBQ,10
UBCN,ULHAS BRIDGE CABIN,5,19.7,HWH → GGTA → MFP → DWJN → DCTL → UBCN,9
AABH,AMBIKA BHAWANI HALT,5,19.7,HWH → GGTA → MFP → RD → HJP → AABH,12
AYRN,AKSHAYWAT RAI NAGAR,5,19.7,HWH → GGTA → MFP → RD → HJP → AYRN,6
SAI,SARAI,5,19.7,HWH → GGTA → MFP → RD → HJP → SAI,7
NRN,NARHAN,5,19.7,HWH → GGTA → MFP → RD → VBH → NRN,6
DUBH,DUBAHA,5,19.7,HWH → GGTA → MFP → RD → VBH → DUBH,7
KRBP,KHUDIRAM B PUSA,5,19.7,HWH → GGTA → MFP → RD → VBH → KRBP,7
SEE,SONPUR JN,5,19.7,HWH → GGTA → MFP → RD → TUR → SEE,9
KHI,KURHANI,5,19.7,HWH → GGTA → MFP → RD → TUR → KHI,7
RXRX,RANGAPAHAR CRS,5,19.7,HWH → GGTA → MFP → NRPA → RXR → RXRX,9
PPRH,PIPARAHAN HALT,5,19.7,HWH → GGTA → MFP → NRPA → BNPT → PPRH,6
GRL,GORAUL,5,19.7,HWH → GGTA → MFP → NRPA → BNPT → GRL,10
BNR,BHAGWANPUR,5,19.7,HWH → GGTA → MFP → NRPA → BNPT → BNR,10
GWH,GHOSHAWAR,5,19.7,HWH → GGTA → MFP → NRPA → BNPT → GWH,9
GRPA,Garhpura,5,19.7,HWH → GGTA → MFP → CPR → HPO → GRPA,7
SLNA,SALAUNA,5,19.7,HWH → GGTA → MFP → CPR → HPO → SLNA,7
KIR,KATIHAR JN,5,19.7,HWH → GGTA → MFP → CPR → HPO → KIR,26
SDG,SAHADAI BUZURG,5,19.7,HWH → GGTA → MFP → CPR → BCA → SDG,7
STJT,SATHAJAGAT,5,19.7,HWH → GGTA → MFP → CPR → BCA → STJT,7
NWC,NAYA NAGAR,5,19.7,HWH → GGTA → MFP → CPR → KPS → NWC,8
DDP,DAUDPUR,5,19.7,HWH → GGTA → MFP → CPR → KPS → DDP,7
RVT,Revelganj Ghat,5,19.7,HWH → GGTA → MFP → CPR → GTST → RVT,8
DDD,DHONDHA DIH,5,19.7,HWH → GGTA → MFP → CPR → GTST → DDD,11
MHT,MANJHI,5,19.7,HWH → GGTA → MFP → CPR → GTST → MHT,8
KUMB,KUMARBAGH,5,19.7,HWH → GGTA → MFP → KVC → CAI → KUMB,6
SAHI,SATHI,5,19.7,HWH → GGTA → MFP → KVC → CAI → SAHI,7
NKE,NARKATIAGANJ JN,5,19.7,HWH → GGTA → MFP → KVC → KTI → NKE,10
NRV,NARIYAR,5,19.7,HWH → GGTA → MFP → KVC → KTI → NRV,6
AVRD,ARAVALI ROAD,5,19.7,HWH → GGTA → MFP → DWJN → DTVL → AVRD,8
KOPR,KOPAR ROAD,5,19.7,HWH → GGTA → MFP → DWJN → DTVL → KOPR,27
LAR,LALITPUR,5,19.7,HWH → GGTA → MFP → TBT → BJA → LAR,13
KHJ,KHAJRAHA,5,19.7,HWH → GGTA → MFP → TBT → BJA → KHJ,13
JHA,JAKHAURA,5,19.7,HWH → GGTA → MFP → TBT → BJA → JHA,10
MGW,MAGARWARA,5,19.7,HWH → GGTA → MFP → TBT → MZX → MGW,11
BZY,BASAI,5,19.7,HWH → GGTA → MFP → TBT → MZX → BZY,7
BHCH,BLOCK CABIN CHAKKI BANK,5,19.7,HWH → GGTA → MFP → BHBT → PTKC → BHCH,4
BOJ,BHOJO,5,19.7,HWH → GGTA → MFP → CPR → KGG → BOJ,13
DLP,DALPATPUR,5,19.7,HWH → GGTA → MFP → CPR → KGG → DLP,10
OLP,OLAPUR,5,19.7,HWH → GGTA → MFP → CPR → KGG → OLP,5
NRA,NUNKHAR,5,19.7,HWH → GGTA → MFP → CPR → AHLR → NRA,8
DEOS,DEORIA SADAR,5,19.7,HWH → GGTA → MFP → CPR → AHLR → DEOS,7
ATNR,AWATAR NAGAR,5,19.7,HWH → GGTA → MFP → CPR → CI → ATNR,10
GALG,GoldingGanj,5,19.7,HWH → GGTA → MFP → CPR → CI → GALG,2
KYH,Khairah,5,19.7,HWH → GGTA → MFP → CPR → CI → KYH,4
PPDA,PANCHPATIA DEORIA HALT,5,19.7,HWH → GGTA → MFP → CPR → CI → PPDA,8
SSRH,SHASAN HALT,5,19.7,HWH → GGTA → MFP → CPR → HPO → SSRH,6
KIKA,KURWAI KETHORA,5,19.7,HWH → GGTA → MFP → TBT → BINA → KIKA,14
AGD,AGASOD,5,19.7,HWH → GGTA → MFP → TBT → BINA → AGD,19
MTJ,MATHURA JN,5,19.7,HWH → GGTA → MFP → TBT → SANK → MTJ,27
MRA,MORENA,5,19.7,HWH → GGTA → MFP → TBT → SANK → MRA,17
FDB,FARIDABAD,5,19.7,HWH → GGTA → MFP → TBT → BAO → FDB,11
RRU,RAYARU,5,19.7,HWH → GGTA → MFP → TBT → BAO → RRU,8
NUB,NURABAD,5,19.7,HWH → GGTA → MFP → TBT → BAO → NUB,12
BZU,BETUL,5,19.7,HWH → GGTA → MFP → TBT → BET → BZU,11
MXS,MOHASA,5,19.7,HWH → GGTA → MFP → TBT → BET → MXS,10
BAQ,GANJ BASODA,5,19.7,HWH → GGTA → MFP → TBT → BET → BAQ,13
BHUA,BHUA,5,19.7,HWH → GGTA → MFP → TBT → BET → BHUA,5
MDDP,MANDI DIP,5,19.7,HWH → GGTA → MFP → TBT → BET → MDDP,11
GWL,GWALIOR JN,5,19.7,HWH → GGTA → MFP → TBT → BET → GWL,14
RKRI,RAO KHEDI,5,19.7,HWH → GGTA → MFP → TBT → BET → RKRI,10
KAH,KALHAR,5,19.7,HWH → GGTA → MFP → TBT → BET → KAH,10
AGC,AGRA CANTT,5,19.7,HWH → GGTA → MFP → TBT → BJA → AGC,18
KAJ,Kaliyaganj,5,19.7,HWH → GGTA → MFP → UMNR → KGFR → KAJ,5
GOT,GOT,5,19.7,HWH → GGTA → MFP → UMNR → KGFR → GOT,6
KGFE,KATHGHAR EAST,5,19.7,HWH → GGTA → MFP → UMNR → KGFR → KGFE,15
KGF,KATHGHAR,5,19.7,HWH → GGTA → MFP → UMNR → KGFR → KGF,9
SANH,SANHA HALT,5,19.7,HWH → GGTA → MFP → UMNR → SKJ → SANH,10
LKN,LAKHMINIA,5,19.7,HWH → GGTA → MFP → UMNR → SKJ → LKN,7
DDJ,DUM DUM,5,19.7,HWH → GGTA → MFP → CPY → PTKR → DDJ,11
BBR,BAGH BAZAR,5,19.7,HWH → GGTA → MFP → CPY → TALA → BBR,4
BST,BASTI,5,19.7,HWH → GGTA → MFP → TBT → GTNR → BST,13
ML,MALHOUR,5,19.7,HWH → GGTA → MFP → TBT → GTNR → ML,16
BNZ,BADSHAHNAGAR,5,19.7,HWH → GGTA → MFP → TBT → GTNR → BNZ,6
SKPA,SHRIKALYANPURA,5,19.7,HWH → GGTA → MFP → TBT → BINA → SKPA,5
ASKN,ASHOK NAGAR,5,19.7,HWH → GGTA → MFP → TBT → BINA → ASKN,7
MDVK,MAHADEOKHEDI,5,19.7,HWH → GGTA → MFP → TBT → BINA → MDVK,8
KXB,KANJAI,5,19.7,HWH → GGTA → MFP → TBT → BINA → KXB,12
BJQ,BAGHORA,5,19.7,HWH → GGTA → MFP → TBT → BINA → BJQ,9
ABD,AMBLI ROAD,5,19.7,HWH → GGTA → MFP → SBTA → SBT → ABD,15
KLRD,KALI ROAD,5,19.7,HWH → GGTA → MFP → SBTA → SBT → KLRD,7
SMYD,SMYD,5,19.7,HWH → GGTA → MFP → SBTA → SBTF → SMYD,2
CLDB,CHANDLODIYA (B),5,19.7,HWH → GGTA → MFP → SBTA → SBTF → CLDB,7
XSK,SOKALI,5,19.7,HWH → GGTA → MFP → SBTA → SBTF → XSK,16
CLDY,CHANDLODIYA,5,19.7,HWH → GGTA → MFP → SBTA → SBTF → CLDY,16
SBI,SABARMATI JN,5,19.7,HWH → GGTA → MFP → SBTA → SBIC → SBI,24
KHDB,KHODIYAR,5,19.7,HWH → GGTA → MFP → SBTA → SBIC → KHDB,11
SBIS,SABARMATI SOUTH,5,19.7,HWH → GGTA → MFP → SBTA → SBIC → SBIS,6
MAN,MANI NAGAR,5,19.7,HWH → GGTA → MFP → SBTA → KKF → MAN,13
SBID,SABARMATI D CABIN,5,19.7,HWH → GGTA → MFP → SBTA → KKF → SBID,8
KRCA,KARACHIYA YARD,5,19.7,HWH → GGTA → MFP → SBTA → KKF → KRCA,10
BTT,BHATNI JN,5,19.7,HWH → GGTA → MFP → GJH → DRI → BTT,10
YFP,YUSUFPUR,5,19.7,HWH → GGTA → MFP → GJH → DRI → YFP,8
BAGL,BARAGOPAL,5,19.7,HWH → GGTA → MFP → GJH → DRI → BAGL,7
PKY,PILKHANI,5,19.7,HWH → GGTA → MFP → UMNR → KGFR → PKY,11
GTX,GOTHANGAM,5,19.7,HWH → GGTA → MFP → SNJL → AKV → GTX,9
AN,AMALNER,5,19.7,HWH → GGTA → MFP → SNJL → AKV → AN,12
KSB,KOSAMBA JN,5,19.7,HWH → GGTA → MFP → SNJL → AKV → KSB,16
BH,BHARUCH JN,5,19.7,HWH → GGTA → MFP → SNJL → AKV → BH,10
BSCN,BHUSAWAL C CABIN,5,19.7,HWH → GGTA → MFP → SNJL → BAWD → BSCN,11
HXR,HANSAPORE,5,19.7,HWH → GGTA → MFP → SNJL → GNST → HXR,5
BRC,VADODARA JN,5,19.7,HWH → GGTA → MFP → SNJL → BRGY → BRC,19
BJW,BAJVA,5,19.7,HWH → GGTA → MFP → SNJL → BRGY → BJW,11
BDA,VADODARA C CABIN,5,19.7,HWH → GGTA → MFP → SNJL → BRGY → BDA,4
BRGZ,VADODARA E CABIN,5,19.7,HWH → GGTA → MFP → SNJL → BRGY → BRGZ,4
JDN,JAGUDAN,5,19.7,HWH → GGTA → MFP → SBTA → ADI → JDN,9
ASV,ASARVA JN,5,19.7,HWH → GGTA → MFP → SBTA → ADI → ASV,6
KRCD,KHARWA CHANDA,5,19.7,HWH → GGTA → MFP → SBTA → ADI → KRCD,7
NDR,NANDESARI,5,19.7,HWH → GGTA → MFP → SBTA → ADI → NDR,10
BJD,BAREJADI,5,19.7,HWH → GGTA → MFP → SBTA → ADI → BJD,15
KLL,KALOL JN,5,19.7,HWH → GGTA → MFP → SBTA → SBT → KLL,14
PVU,PARAVUR,5,19.7,HWH → GGTA → MOU → TATA → ALLP → PVU,7
SPAM,SENJI PANAMBAKKAM,5,19.7,HWH → GGTA → MOU → TATA → ALLP → SPAM,11
KYJ,KAYANKULAM JN,5,19.7,HWH → GGTA → MOU → TATA → ALLP → KYJ,12
TMPY,TUMBOLI,5,19.7,HWH → GGTA → MOU → TATA → ALLP → TMPY,10
PNPR,PUNNAPURA,5,19.7,HWH → GGTA → MOU → TATA → ALLP → PNPR,7
KMK,KOMAKHAN,5,19.7,HWH → GGTA → MOU → BPHB → KRAR → KMK,5
NPD,NAWAPARA ROAD,5,19.7,HWH → GGTA → MOU → BPHB → KRAR → NPD,4
JDDA,JATHA,5,19.7,HWH → GGTA → MOU → BPHB → BQR → JDDA,11
LTK,Lathikata,5,19.7,HWH → GGTA → MOU → BNDM → DMF → LTK,4
LJKR,LAJKURA CABIN,5,19.7,HWH → GGTA → MOU → BNDM → KCAB → LJKR,4
KND,KANDRA,5,19.7,HWH → GGTA → MOU → JRA → GMH → KND,8
BVI,BORIVALI,5,19.7,HWH → GGTA → MFP → SNJL → PAO → BVI,9
VTA,VATVA,5,19.7,HWH → GGTA → MFP → SNJL → PAO → VTA,9
GER,GERATPUR,5,19.7,HWH → GGTA → MFP → SNJL → PAO → GER,11
MGRL,MANGROLLA,5,19.7,HWH → GGTA → MFP → SNJL → PAO → MGRL,9
HAT,HATHURAN,5,19.7,HWH → GGTA → MFP → SNJL → PAO → HAT,11
GRJA,GORINJA,5,19.7,HWH → GGTA → BMRN → VVA → DWK → GRJA,6
JNTR,JINTI ROAD,5,19.7,HWH → GGTA → BMRN → MTHP → HAPA → JNTR,7
SYQ,SINHAN,5,19.7,HWH → GGTA → BMRN → MTHP → HAPA → SYQ,7
JAM,JAMNAGAR,5,19.7,HWH → GGTA → BMRN → MTHP → HAPA → JAM,12
ALB,ALIA BADA,5,19.7,HWH → GGTA → BMRN → MTHP → HAPA → ALB,11
WTJ,JAM WANTHALI,5,19.7,HWH → GGTA → BMRN → MGTD → HM → WTJ,13
PDH,PADADHARI,5,19.7,HWH → GGTA → BMRN → MGTD → HM → PDH,11
CX,CHANOL,5,19.7,HWH → GGTA → BMRN → MGTD → HM → CX,10
JALD,JALIYA DEVANI,5,19.7,HWH → GGTA → BMRN → MGTD → HM → JALD,12
XX-SUNB,XX-SUNB,5,19.7,HWH → GGTA → BMRN → MGTD → HM → XX-SUNB,5
KLVD,KALAVAD,5,19.7,HWH → GGTA → BMRN → MGTD → HM → KLVD,4
KXZ,KESARIYA ROAD,5,19.7,HWH → GGTA → BMRN → MGTD → HM → KXZ,13
BDO,Bahalda Road,5,19.7,HWH → GGTA → MOU → TATA → HLD → BDO,2
RDF,RADHAGAON,5,19.7,HWH → GGTA → MOU → TATA → BKSC → RDF,7
TKB,TUPKADIH,5,19.7,HWH → GGTA → MOU → TATA → BKSC → TKB,8
GDR,GUDUR JN,5,19.7,HWH → GGTA → MOU → TATA → ALLP → GDR,18
KBN,KARBIGWAN,5,19.7,HWH → KTES → EDA → LKJN → PMPR → KBN,9
SSL,SIRSAUL,5,19.7,HWH → KTES → EDA → LKJN → PMPR → SSL,9
BKTS,BAKOTHIKHAS,5,19.7,HWH → KTES → EDA → LKJN → PMPR → BKTS,8
GMC,KANPUR GOODS MARSHAL,5,19.7,HWH → KTES → EDA → LKJN → PMPR → GMC,8
UDR,AMDARA ROAD,5,19.7,HWH → KTES → EDA → LKJN → KCN → UDR,9
FYZ,FAIZULLAPUR,5,19.7,HWH → KTES → EDA → LKJN → KCN → FYZ,10
BEP,BHEERPUR,5,19.7,HWH → KTES → EDA → LKJN → KCN → BEP,14
FOCM,FLYOVER CABIN MUGHALSARAI,5,19.7,HWH → KTES → EDA → LKJN → NEWC → FOCM,6
MGMY,MUGHAL SARAI MARSHALING YARD,5,19.7,HWH → KTES → EDA → LKJN → NEWC → MGMY,10
BMU,BAMHRAULI,5,19.7,HWH → KTES → EDA → LKJN → JEP → BMU,7
BHBV,BLOCK HUT B,5,19.7,HWH → KTES → EDA → LKJN → JEP → BHBV,13
LKBL,LAKHABAWAL,5,19.7,HWH → GGTA → BMRN → VVA → KRGA → LKBL,11
OKD,OKHA MADHI,5,19.7,HWH → GGTA → BMRN → VVA → KRGA → OKD,6
TN,TUTICORIN,5,19.7,HWH → GGTA → BMRN → VVA → DWK → TN,5
KSPR,KASHIPURA SARAR,5,19.7,HWH → GGTA → BMRN → VVA → DWK → KSPR,14
BHTA,BHATIYA,5,19.7,HWH → GGTA → BMRN → VVA → DWK → BHTA,9
GMR,GAHMAR,5,19.7,HWH → KTES → EDA → TKYR → KYT → GMR,12
JHG,JHINGURA,5,19.7,HWH → KTES → EDA → TKYR → KYT → JHG,7
GNG,GAURIGANJ,5,19.7,HWH → KTES → EDA → TKYR → MKD → GNG,5
DKJ,DORNAKAL JN,5,19.7,HWH → KTES → EDA → TKYR → MKD → DKJ,12
BNSP,BANSAPAHAR,5,19.7,HWH → KTES → EDA → TKYR → MKD → BNSP,9
BQF,BARAHMUAFI,5,19.7,HWH → KTES → EDA → TKYR → MKD → BQF,12
TKA,TEHARKA,5,19.7,HWH → KTES → EDA → OHAN → MGRR → TKA,5
SLV,SANDALPUR,5,19.7,HWH → KTES → EDA → OHAN → MGRR → SLV,6
PFM,PHAPHAMAU JN,5,19.7,HWH → KTES → EDA → LKJN → THW → PFM,10
SYC,SARAI CHANDI,5,19.7,HWH → KTES → EDA → LKJN → THW → SYC,7
KWBR,KATWAR BAZAAR,5,19.7,HWH → KTES → EDA → LKJN → THW → KWBR,4
MFX,MADARAHA,5,19.7,HWH → KTES → EDA → LKJN → IDGJ → MFX,6
SRJ,SHANKARGARH,5,19.7,HWH → KTES → EDA → LKJN → IDGJ → SRJ,9
JSR,JASRA,5,19.7,HWH → KTES → EDA → LKJN → IDGJ → JSR,6
KMGE,KUMAHU,5,19.7,HWH → KTES → EDA → LKJN → COI → KMGE,8
BQW,BARAKALAN,5,19.7,HWH → KTES → EDA → LKJN → COI → BQW,11
KPGM,KARPURIGRAM,5,19.7,HWH → KTES → ITMA → ET → DOH → KPGM,8
BBTR,BARBATPUR,5,19.7,HWH → KTES → ITMA → ET → DOH → BBTR,22
ITKL,ITAYAKALAN,5,19.7,HWH → KTES → ITMA → ET → NSZ → ITKL,9
UJNC,UJN C CABIN,5,19.7,HWH → KTES → ITMA → ET → NSZ → UJNC,12
BTWN,BETWA CABIN,5,19.7,HWH → KTES → ITMA → ET → NSZ → BTWN,4
TAKU,TAKU,5,19.7,HWH → KTES → ITMA → ET → KRTH → TAKU,9
DUA,DHAURA,5,19.7,HWH → KTES → ITMA → ET → KRTH → DUA,11
SQL,SONTALAI,5,19.7,HWH → KTES → ITMA → ET → GRO → SQL,9
KTZ,KHUTWANSA,5,19.7,HWH → KTES → ITMA → ET → DRA → KTZ,6
JRO,JIRON,5,19.7,HWH → KTES → ITMA → ET → PRKD → JRO,14
KQE,KALA AKHAR,5,19.7,HWH → KTES → ITMA → ET → PRKD → KQE,13
BNI,BUDNI,5,19.7,HWH → KTES → ITMA → ET → PRKD → BNI,11
HBD,HOSHANGABAD,5,19.7,HWH → KTES → ITMA → ET → PRKD → HBD,10
SAGM,SAGMA,5,19.7,HWH → KTES → EDA → MJG → JTW → SAGM,7
KTHA,KHUTAHA,5,19.7,HWH → KTES → EDA → MJG → CTHR → KTHA,6
GOY,GOVINDPURI,5,19.7,HWH → KTES → EDA → TKYR → KYT → GOY,14
RDE,RUNDHI,5,19.7,HWH → KTES → ITMA → ET → SOR → RDE,15
DAA,DATIA,5,19.7,HWH → KTES → ITMA → ET → SOR → DAA,9
KTRA,KOTRA,5,19.7,HWH → KTES → ITMA → ET → SOR → KTRA,10
WRR,WARORA,5,19.7,HWH → KTES → ITMA → ET → BPA → WRR,14
MMZ,MANDAMARI,5,19.7,HWH → KTES → ITMA → ET → BPA → MMZ,15
RECH,RECHNI ROAD,5,19.7,HWH → KTES → ITMA → ET → BPA → RECH,9
PB,PUNTAMBA,5,19.7,HWH → KTES → ITMA → ET → RV → PB,7
NB,NIMBHORA,5,19.7,HWH → KTES → ITMA → ET → RV → NB,6
WGA,WAGHODA,5,19.7,HWH → KTES → ITMA → ET → RV → WGA,6
GKP,GORAKHPUR JN,5,19.7,HWH → KTES → ITMA → ET → JLN → GKP,22
MND,MUNDERWA,5,19.7,HWH → KTES → ITMA → ET → JLN → MND,13
UHR,UNCHHERA,5,19.7,HWH → KTES → ITMA → ET → DOH → UHR,10
DDMT,DARIMETA,5,19.7,HWH → KTES → ITMA → ET → DOH → DDMT,12
DWG,DEWANGANJ,5,19.7,HWH → KTES → ITMA → ET → DOH → DWG,14
BJI,BIJAULI,5,19.7,HWH → KTES → ITMA → ET → DOH → BJI,15
PAR,PANDHURNA,5,19.7,HWH → KTES → ITMA → ET → DOH → PAR,13
REI,RITHI,5,19.7,HWH → KTES → MJGP → HDU → PTHD → REI,6
BNU,BANDAKPUR,5,19.7,HWH → KTES → MJGP → GTY → GEA → BNU,4
RTGN,RATANGAON,5,19.7,HWH → KTES → MJGP → GTY → SAO → RTGN,4
RTWS,RAHATWAS,5,19.7,HWH → KTES → MJGP → GTY → MAKR → RTWS,8
KYX,KARHIYA BHADELI,5,19.7,HWH → KTES → MJGP → GTY → MAKR → KYX,6
DLA,DOULTA,5,19.7,HWH → KTES → MJGP → GTY → MAKR → DLA,8
CLHT,CHULHETA,5,19.7,HWH → KTES → MJGP → GTY → MAKR → CLHT,6
BDWA,BADHWA BARA,5,19.7,HWH → KTES → CHDX → BUH → SDL → BDWA,5
HND,HINDOL ROAD,5,19.7,HWH → KTES → CHDX → BUH → AAL → HND,5
APR,ANUPPUR JN,5,19.7,HWH → KTES → CHDX → BUH → AAL → APR,6
DCAB,DCAB,5,19.7,HWH → KTES → CHDX → CORD → CABN → DCAB,6
BRGJ,BARGAON GUJAR,5,19.7,HWH → KTES → JUH → ETB → CKKD → BRGJ,12
SGBJ,SURGAON BANJARI,5,19.7,HWH → KTES → JUH → ETB → CKKD → SGBJ,16
CAER,CHHANERA,5,19.7,HWH → KTES → JUH → ETB → CKKD → CAER,10
TLV,TALVADYA,5,19.7,HWH → KTES → JUH → ETB → CKKD → TLV,14
KRQ,KARARI,5,19.7,HWH → KTES → ITMA → ET → SOR → KRQ,7
SSPD,Sadashivapet Road,5,19.7,HWH → KTES → KTE → PTWA → MLMG → SSPD,5
CBE,COIMBATORE JN,5,19.7,HWH → KTES → KTE → PTWA → MLMG → CBE,16
PPY,PAPATAPALLI,5,19.7,HWH → KTES → KTE → PTWA → MLMG → PPY,9
KOHL,KOHLI,5,19.7,HWH → KTES → KTE → PTWA → JKE → KOHL,11
ALY,ALLAHABAD CITY,5,19.7,HWH → KTES → KTE → PTWA → JKE → ALY,7
PKRD,PAKARA ROAD,5,19.7,HWH → KTES → KTE → PTWA → JKE → PKRD,7
MJHR,MAJHIARI,5,19.7,HWH → KTES → SKAR → BGHI → STA → MJHR,10
LGCE,LAGARGAWAN,5,19.7,HWH → KTES → SKAR → BGHI → STA → LGCE,10
